"","MSZoning","LotShape","LandContour","Neighborhood","BldgType","HouseStyle","Exterior1st","Exterior2nd","ExterQual","Foundation","BsmtQual","BsmtExposure","BsmtFinType1","HeatingQC","CentralAir","KitchenQual","Functional","FireplaceQu","GarageType","GarageFinish","GarageQual","GarageCond","PavedDrive","SaleCondition","GarageYrBlt","MSSubClass","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","LotFrontage","MasVnrArea","Electrical","MoSold","YrSold","SalePrice","t"
"1344","RL","Reg","Bnk","Crawfor","1Fam","1.5Fin","BrkFace","Stone","TA","BrkTil","TA","No","Unf","Gd","Y","TA","Typ","TA","Detchd","Unf","Fa","Fa","Y","Normal","1929",50,7558,6,6,1928,1950,0,896,896,1172,741,1913,0,1,1,3,1,9,1,2,342,0,0,57,0,"SBrkr",3,2009,177000,Mar 2009
"1345","RL","IR1","Lvl","CollgCr","1Fam","2Story","VinylSd","VinylSd","Gd","PConc","Gd","No","Unf","Ex","Y","Gd","Typ","TA","Attchd","Fin","TA","TA","Y","Partial","2006",60,11103,7,5,2006,2006,0,728,728,728,728,1456,0,2,1,3,1,8,1,2,440,0,0,85,0,"SBrkr",7,2007,155835,Jul 2007
"1346","RM","Reg","Lvl","OldTown","1Fam","1Story","MetalSd","MetalSd","TA","PConc","TA","No","ALQ","Gd","Y","Fa","Typ","None","Detchd","Unf","TA","TA","Y","Normal","1997",30,6000,4,4,1920,1950,250,710,960,960,0,960,0,1,0,2,1,5,0,1,308,0,0,50,0,"FuseA",7,2007,108500,Jul 2007
"1347","RL","IR2","Lvl","NWAmes","1Fam","1Story","BrkFace","HdBoard","TA","CBlock","TA","No","BLQ","TA","Y","TA","Typ","Gd","Attchd","RFn","Gd","TA","Y","Normal","1968",20,20781,7,7,1968,2003,297,1203,1568,2156,0,2156,0,2,0,3,1,9,1,2,508,0,80,49,0,"SBrkr",6,2006,262500,Jun 2006
"1348","RL","IR1","HLS","Timber","1Fam","1Story","VinylSd","VinylSd","Gd","PConc","Ex","Gd","GLQ","Ex","Y","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","Partial","2006",20,15306,8,5,2006,2007,80,1652,1732,1776,0,1776,1,2,0,3,1,7,1,3,712,0,0,93,100,"SBrkr",5,2007,283463,May 2007
"1349","RL","IR3","Low","SawyerW","1Fam","1Story","VinylSd","VinylSd","Gd","PConc","Gd","Gd","GLQ","Ex","Y","Gd","Typ","Fa","Attchd","RFn","TA","TA","Y","Normal","1998",20,16196,7,5,1998,1998,1443,39,1482,1494,0,1494,1,2,0,3,1,5,1,2,514,402,25,110,0,"SBrkr",8,2007,215000,Aug 2007
"1350","RM","Reg","Lvl","OldTown","1Fam","2Story","MetalSd","MetalSd","TA","BrkTil","TA","No","LwQ","Fa","N","TA","Typ","None","None","None","None","None","Y","Normal","None",70,5250,8,5,1872,1987,259,425,684,938,1215,2358,0,2,0,4,1,8,0,0,0,0,54,50,0,"SBrkr",12,2008,122000,Dec 2008
"1351","RL","Reg","Lvl","NAmes","Duplex","2Story","MetalSd","MetalSd","TA","CBlock","TA","No","LwQ","TA","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","Normal","1969",90,11643,5,5,1969,1969,500,748,1248,1338,1296,2634,1,2,2,6,2,12,0,4,968,0,0,91,368,"SBrkr",8,2009,200000,Aug 2009
"1352","RL","IR1","Lvl","NAmes","1Fam","2Story","HdBoard","HdBoard","TA","CBlock","TA","No","Rec","Ex","Y","TA","Typ","Gd","Attchd","Fin","TA","TA","Y","Normal","1962",60,9247,6,6,1962,1962,319,539,858,858,858,1716,0,1,1,4,1,8,1,2,490,0,84,70,318,"SBrkr",3,2008,171000,Mar 2008
"1353","RM","Reg","Lvl","BrkSide","1Fam","1.5Fin","MetalSd","MetalSd","Gd","BrkTil","TA","No","Unf","TA","Y","TA","Typ","None","Detchd","Unf","TA","TA","N","Normal","1999",50,6000,6,9,1937,2000,0,698,698,786,390,1176,0,1,0,2,1,4,0,2,624,210,0,50,0,"SBrkr",7,2009,134900,Jul 2009
"1354","RL","IR1","Lvl","NoRidge","1Fam","1.5Fin","VinylSd","VinylSd","Gd","PConc","Gd","Av","GLQ","Ex","Y","Gd","Typ","Ex","Attchd","Fin","TA","TA","Y","Normal","1996",50,14720,8,5,1995,1996,816,1217,2033,2053,1185,3238,1,2,1,4,1,9,1,3,666,283,86,56,579,"SBrkr",3,2010,410000,Mar 2010
"1355","RL","IR1","Lvl","CollgCr","1Fam","2Story","VinylSd","VinylSd","Gd","PConc","Gd","No","GLQ","Ex","Y","Gd","Typ","TA","Attchd","RFn","TA","TA","Y","Normal","2000",60,10316,7,5,2000,2000,735,257,992,992,873,1865,1,2,1,3,1,7,1,3,839,0,184,81,0,"SBrkr",6,2008,235000,Jun 2008
"1356","RL","IR1","Lvl","NWAmes","1Fam","SLvl","MetalSd","MetalSd","TA","CBlock","TA","No","Unf","Gd","Y","Gd","Typ","TA","Attchd","RFn","TA","TA","Y","Normal","1968",80,10192,7,6,1968,1992,0,570,570,1222,698,1920,0,3,0,4,1,8,1,2,487,0,98,102,143,"SBrkr",9,2006,170000,Sep 2006
"1357","RL","Reg","Lvl","NAmes","1Fam","1Story","HdBoard","HdBoard","TA","CBlock","TA","No","Rec","TA","Y","TA","Typ","None","Attchd","RFn","TA","TA","Y","Normal","1966",20,9477,5,5,1966,1966,340,524,864,892,0,892,0,1,0,3,1,5,0,1,264,0,0,60,65,"SBrkr",10,2008,110000,Oct 2008
"1358","RL","IR1","Lvl","NAmes","1Fam","1Story","VinylSd","VinylSd","TA","CBlock","TA","No","GLQ","Ex","Y","TA","Typ","Fa","Attchd","Fin","TA","TA","Y","Normal","1971",20,12537,5,6,1971,2008,734,344,1078,1078,0,1078,1,1,1,3,1,6,1,2,500,0,0,40,0,"SBrkr",4,2010,149900,Apr 2010
"1359","FV","Reg","Lvl","Somerst","Twnhs","2Story","MetalSd","MetalSd","Gd","PConc","Gd","No","GLQ","Ex","Y","Gd","Typ","None","Detchd","Unf","TA","TA","Y","Normal","2000",160,2117,6,5,2000,2000,378,378,756,769,804,1573,0,2,1,3,1,5,0,2,440,0,32,24,216,"SBrkr",6,2010,177500,Jun 2010
"1360","RL","Reg","Lvl","NridgHt","1Fam","1Story","VinylSd","VinylSd","Gd","PConc","Ex","Av","GLQ","Ex","Y","Ex","Typ","Gd","Attchd","Fin","TA","TA","Y","Normal","2004",20,16737,9,5,2004,2005,1447,533,1980,1980,0,1980,1,2,0,3,1,8,1,3,770,194,45,129,66,"SBrkr",9,2006,315000,Sep 2006
"1361","RL","Reg","Lvl","SWISU","1Fam","2Story","MetalSd","Wd Sdng","TA","BrkTil","TA","No","Unf","Ex","Y","TA","Typ","None","BuiltIn","RFn","TA","TA","Y","Normal","1998",70,9842,5,6,1921,1998,0,612,612,990,1611,2601,0,3,1,4,1,8,0,2,621,183,0,51,0,"SBrkr",5,2008,189000,May 2008
"1362","RL","IR1","Low","StoneBr","1Fam","1Story","VinylSd","VinylSd","Gd","PConc","Ex","Av","ALQ","Ex","Y","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","Normal","2005",20,16158,7,5,2005,2005,1274,256,1530,1530,0,1530,1,2,0,3,1,7,1,2,430,168,36,124,16,"SBrkr",6,2009,260000,Jun 2009
"1363","RL","IR1","Lvl","NAmes","1Fam","1.5Fin","VinylSd","VinylSd","TA","BrkTil","TA","No","Unf","Gd","Y","TA","Typ","Gd","Attchd","Unf","TA","TA","Y","Normal","1920",50,12513,4,4,1920,2007,0,715,715,1281,457,1738,0,2,0,4,1,7,1,1,368,55,0,80,0,"SBrkr",6,2009,104900,Jun 2009
"1364","RL","IR1","Lvl","Gilbert","1Fam","2Story","VinylSd","VinylSd","TA","PConc","Gd","No","Unf","Ex","Y","Gd","Typ","Gd","BuiltIn","Fin","TA","TA","Y","Partial","2007",60,8499,6,5,2006,2007,0,616,616,616,796,1412,0,2,1,3,1,6,1,2,432,0,36,73,0,"SBrkr",3,2007,156932,Mar 2007
"1365","FV","Reg","Lvl","Somerst","TwnhsE","2Story","MetalSd","MetalSd","Gd","PConc","Gd","No","Unf","Ex","Y","Gd","Typ","None","Detchd","RFn","TA","TA","Y","Abnorml","2005",160,3180,7,5,2005,2005,0,600,600,520,600,1200,0,2,1,2,1,4,0,2,480,0,166,30,0,"SBrkr",4,2006,144152,Apr 2006
"1366","FV","Reg","Lvl","Somerst","1Fam","2Story","VinylSd","VinylSd","Gd","PConc","Gd","No","GLQ","Ex","Y","Gd","Typ","None","Attchd","RFn","TA","TA","Y","Normal","2000",60,7500,7,5,2000,2000,533,281,814,814,860,1674,1,2,1,3,1,7,0,2,663,0,96,75,0,"SBrkr",1,2010,216000,Jan 2010
"1367","RL","IR1","Lvl","CollgCr","1Fam","2Story","VinylSd","VinylSd","Gd","PConc","Gd","No","GLQ","Ex","Y","Gd","Typ","None","Attchd","RFn","TA","TA","Y","Abnorml","1999",60,9179,7,5,1999,1999,633,240,873,882,908,1790,1,2,1,3,1,7,0,2,588,0,88,68,158,"SBrkr",6,2008,193000,Jun 2008
"1368","RM","Reg","Lvl","MeadowV","TwnhsE","2Story","CemntBd","CmentBd","TA","PConc","TA","No","ALQ","Ex","Y","TA","Typ","TA","Attchd","RFn","TA","TA","Y","Normal","1977",160,2665,5,6,1977,1977,548,36,757,925,550,1475,0,2,0,4,1,6,1,1,336,104,26,41,0,"SBrkr",7,2006,127000,Jul 2006
"1369","RM","Reg","Lvl","CollgCr","TwnhsE","1Story","VinylSd","VinylSd","Gd","PConc","Gd","Av","GLQ","Ex","Y","Gd","Typ","None","Attchd","Fin","TA","TA","Y","Normal","2003",120,4435,6,5,2003,2004,685,163,848,848,0,848,1,1,0,1,1,4,0,2,420,140,0,44,170,"SBrkr",6,2009,144000,Jun 2009
"1370","RL","IR2","Lvl","CollgCr","1Fam","1Story","VinylSd","VinylSd","Gd","PConc","Gd","Av","BLQ","Ex","Y","Gd","Typ","TA","Attchd","Fin","TA","TA","Y","Normal","2003",20,10635,8,5,2003,2003,370,315,1657,1668,0,1668,1,2,0,3,1,8,1,2,502,0,262,48,171,"SBrkr",5,2010,232000,May 2010
"1371","RL","Reg","Lvl","OldTown","1Fam","1.5Fin","CBlock","CBlock","Fa","PConc","TA","No","ALQ","Ex","Y","TA","Typ","None","Detchd","Fin","TA","TA","Y","Normal","1967",50,5400,4,6,1920,1950,315,420,840,840,534,1374,0,1,0,2,1,6,0,1,338,0,0,90,0,"SBrkr",10,2009,105000,Oct 2009
"1372","RL","Reg","Lvl","NAmes","1Fam","SLvl","AsbShng","AsbShng","TA","CBlock","TA","Av","BLQ","Gd","Y","Gd","Typ","TA","BuiltIn","RFn","TA","TA","Y","Normal","1955",80,9600,6,6,1955,1996,831,161,992,1661,0,1661,1,1,0,3,1,8,1,1,377,0,28,80,0,"SBrkr",10,2008,165500,Oct 2008
"1373","RL","Reg","Lvl","CollgCr","1Fam","2Story","VinylSd","VinylSd","TA","PConc","Gd","Av","GLQ","Ex","Y","Gd","Typ","TA","Detchd","RFn","TA","TA","Y","Normal","1998",60,9750,7,6,1998,1998,975,133,1108,1108,989,2097,1,2,1,3,1,8,1,2,583,253,170,75,0,"SBrkr",6,2006,274300,Jun 2006
"1374","RL","Reg","Lvl","NoRidge","1Fam","1Story","VinylSd","VinylSd","Ex","PConc","Ex","Gd","GLQ","Ex","Y","Ex","Typ","Gd","Attchd","RFn","TA","TA","Y","Normal","2001",20,11400,10,5,2001,2002,1282,1351,2633,2633,0,2633,1,2,1,2,1,8,2,3,804,314,140,65,705,"SBrkr",3,2007,466500,Mar 2007
"1375","FV","Reg","Lvl","Somerst","1Fam","2Story","CemntBd","CmentBd","Gd","PConc","Gd","No","Unf","Ex","Y","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","Normal","2005",60,10625,7,5,2005,2005,0,1026,1026,1026,932,1958,0,2,1,3,1,9,1,3,936,154,210,85,0,"SBrkr",7,2008,250000,Jul 2008
"1376","RL","IR1","HLS","Timber","1Fam","1Story","VinylSd","VinylSd","Gd","PConc","Gd","Gd","Unf","Ex","Y","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","Partial","2007",20,10991,8,5,2007,2007,0,1571,1571,1571,0,1571,0,2,0,3,1,7,1,3,722,100,36,89,80,"SBrkr",12,2007,239000,Dec 2007
"1377","RL","Reg","Bnk","SWISU","1Fam","1Story","Wd Sdng","Wd Sdng","TA","BrkTil","Gd","Mn","Rec","TA","N","TA","Typ","None","Detchd","Unf","Fa","TA","Y","Normal","1925",30,6292,6,5,1930,1950,384,384,768,790,0,790,0,1,0,2,1,4,0,1,160,0,141,52,0,"SBrkr",4,2008,91000,Apr 2008
"1378","RL","Reg","Lvl","Edwards","1Fam","1.5Fin","Wd Sdng","Wd Sdng","TA","CBlock","TA","No","LwQ","Ex","Y","TA","Min2","None","Detchd","Unf","TA","TA","Y","Normal","1977",50,10998,5,5,1941,1960,408,156,984,984,620,1604,0,2,0,3,1,6,0,2,660,0,68,60,0,"SBrkr",7,2009,117000,Jul 2009
"1379","RM","Reg","Lvl","BrDale","Twnhs","2Story","HdBoard","HdBoard","TA","CBlock","TA","No","BLQ","TA","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","Normal","1973",160,1953,6,5,1973,1973,309,174,483,483,504,987,0,1,1,2,1,5,0,1,264,72,0,21,408,"SBrkr",6,2006,83000,Jun 2006
"1380","RL","Reg","Lvl","Timber","1Fam","SLvl","VinylSd","VinylSd","TA","PConc","Gd","No","Unf","Gd","Y","Gd","Typ","None","BuiltIn","Fin","TA","TA","Y","Normal","2007",80,9735,5,5,2006,2007,0,384,384,754,640,1394,0,2,1,3,1,7,0,2,400,100,0,73,0,"SBrkr",5,2008,167500,May 2008
"1381","RL","Reg","Lvl","Edwards","1Fam","1Story","Stucco","Stucco","TA","BrkTil","TA","No","Rec","TA","N","TA","Typ","None","Detchd","Unf","TA","Fa","Y","Normal","1938",30,8212,3,3,1914,1950,203,661,864,864,0,864,1,1,0,2,1,5,0,1,200,0,0,45,0,"FuseF",6,2010,58500,Jun 2010
"1382","RL","IR1","Lvl","NAmes","1Fam","1Story","BrkFace","Plywood","TA","CBlock","TA","Mn","BLQ","Ex","Y","TA","Typ","Gd","Attchd","Fin","TA","TA","Y","Normal","1970",20,12925,6,7,1970,1970,865,340,1205,2117,0,2117,0,2,1,4,1,7,2,2,550,0,42,91,0,"SBrkr",5,2008,237500,May 2008
"1383","RM","Reg","Lvl","OldTown","1Fam","2Story","Wd Sdng","Wd Sdng","TA","BrkTil","Fa","No","Unf","Ex","Y","Gd","Typ","None","Detchd","Unf","TA","TA","N","Normal","1989",70,7200,7,7,1920,1950,0,596,596,998,764,1762,1,1,1,4,1,8,0,2,576,36,0,60,0,"SBrkr",10,2006,157000,Oct 2006
"1384","RL","Reg","Lvl","Sawyer","1Fam","1Story","Wd Sdng","Wd Sdng","TA","BrkTil","TA","No","Unf","Ex","Y","Gd","Typ","None","Attchd","Unf","TA","TA","N","Normal","2007",30,25339,5,7,1918,2007,0,816,816,1416,0,1416,0,2,0,3,1,7,0,2,576,0,0,62,0,"SBrkr",8,2007,112000,Aug 2007
"1385","RL","Reg","Lvl","Edwards","1Fam","1.5Fin","WdShing","Wd Shng","TA","BrkTil","TA","Mn","Rec","TA","Y","TA","Typ","None","Detchd","Unf","TA","TA","P","Normal","1939",50,9060,6,5,1939,1950,204,356,560,698,560,1258,0,1,0,2,1,6,0,1,280,0,0,60,0,"SBrkr",10,2009,105000,Oct 2009
"1386","RM","Reg","Lvl","IDOTRR","1Fam","1.5Fin","VinylSd","VinylSd","TA","BrkTil","TA","No","BLQ","Gd","Y","Gd","Typ","None","Detchd","Unf","TA","TA","N","Normal","1922",50,5436,4,8,1922,2007,735,61,796,796,358,1154,1,1,0,3,1,7,0,1,240,0,96,40,0,"SBrkr",5,2010,125500,May 2010
"1387","RL","IR1","Lvl","NWAmes","1Fam","2Story","Plywood","Plywood","TA","CBlock","Gd","No","BLQ","TA","Y","Gd","Typ","TA","Attchd","RFn","TA","TA","Y","Normal","1978",60,16692,7,5,1978,1978,790,133,1392,1392,1392,2784,1,3,1,5,1,12,2,2,564,0,112,80,184,"SBrkr",7,2006,250000,Jul 2006
"1388","RM","Reg","Lvl","OldTown","1Fam","1.5Fin","Stucco","Stucco","TA","BrkTil","TA","No","Rec","TA","N","Gd","Typ","Gd","Detchd","Unf","TA","TA","Y","Family","1916",50,8520,6,7,1916,1950,168,0,714,1664,862,2526,0,2,0,5,1,10,1,1,216,88,15,60,0,"SBrkr",8,2007,136000,Aug 2007
"1389","RL","IR1","HLS","Gilbert","1Fam","1Story","VinylSd","VinylSd","Ex","PConc","Ex","Gd","GLQ","Ex","Y","Ex","Typ","Gd","Attchd","Fin","TA","TA","Y","Normal","2006",20,14892,9,5,2006,2007,1320,426,1746,1746,0,1746,1,2,0,3,1,7,2,3,758,201,39,42,160,"SBrkr",10,2009,377500,Oct 2009
"1390","RM","Reg","Lvl","BrkSide","1Fam","1.5Fin","Wd Sdng","Wd Sdng","TA","BrkTil","TA","No","ALQ","Ex","Y","TA","Typ","Gd","Detchd","Unf","TA","TA","Y","Normal","2003",50,6000,6,6,1941,1950,375,360,735,869,349,1218,0,1,0,3,1,6,1,2,440,0,0,60,0,"SBrkr",3,2007,131000,Mar 2007
"1391","RL","Reg","Lvl","CollgCr","1Fam","1Story","VinylSd","VinylSd","Gd","PConc","Gd","Av","GLQ","Ex","Y","Gd","Typ","None","Attchd","RFn","TA","TA","Y","Normal","2000",20,9100,7,5,2000,2000,1400,125,1525,1525,0,1525,1,2,0,3,1,6,0,2,541,219,36,70,244,"SBrkr",9,2006,235000,Sep 2006
"1392","RL","Reg","Lvl","NAmes","Duplex","1Story","Plywood","Plywood","TA","CBlock","TA","No","Unf","TA","Y","TA","Mod","None","Detchd","Unf","TA","TA","Y","Normal","1967",90,8944,5,5,1967,1967,0,1584,1584,1584,0,1584,0,2,0,4,2,8,0,3,792,0,152,65,0,"SBrkr",4,2009,124000,Apr 2009
"1393","RL","Reg","Lvl","NAmes","1Fam","SFoyer","HdBoard","HdBoard","TA","CBlock","TA","Av","ALQ","TA","Y","TA","Typ","Po","Attchd","RFn","TA","TA","Y","Normal","1967",85,7838,5,5,1967,1967,769,95,864,900,0,900,1,1,0,3,1,6,1,1,288,175,144,68,0,"SBrkr",12,2006,123000,Dec 2006
"1394","RM","Reg","Lvl","OldTown","2fmCon","1.5Fin","Wd Sdng","Wd Sdng","TA","BrkTil","Fa","No","Unf","Ex","N","TA","Typ","TA","Detchd","Unf","Gd","TA","Y","Normal","2003",190,10800,6,7,1905,2000,0,482,482,1221,691,1912,0,2,0,3,2,7,1,2,672,0,25,60,0,"SBrkr",4,2008,163000,Apr 2008
"1395","RL","Reg","Lvl","Blmngtn","TwnhsE","1Story","VinylSd","VinylSd","Gd","PConc","Gd","Av","GLQ","Ex","Y","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","Partial","2006",120,4045,7,5,2006,2006,1070,286,1356,1500,0,1500,1,2,0,2,1,6,1,3,648,161,20,53,45,"SBrkr",10,2006,246578,Oct 2006
"1396","RL","IR1","Lvl","Timber","1Fam","2Story","VinylSd","VinylSd","Gd","PConc","Gd","Gd","Unf","Ex","Y","Gd","Typ","Gd","BuiltIn","Fin","TA","TA","Y","Normal","2005",60,12665,8,5,2005,2006,0,1094,1094,1133,1349,2482,0,2,1,4,1,9,1,3,642,144,39,88,245,"SBrkr",2,2007,281213,Feb 2007
"1397","RL","IR1","Bnk","Timber","1Fam","1Story","Wd Sdng","Wd Sdng","TA","CBlock","TA","Av","BLQ","TA","Y","TA","Min1","TA","Detchd","Unf","TA","TA","N","Normal","1966",20,57200,5,5,1948,1950,353,60,747,1687,0,1687,1,1,0,3,1,7,2,2,572,0,0,150,0,"SBrkr",6,2010,160000,Jun 2010
"1398","RM","Reg","Lvl","BrkSide","1Fam","2Story","MetalSd","MetalSd","TA","BrkTil","TA","Mn","Unf","Ex","Y","TA","Typ","None","Detchd","Unf","Fa","Fa","N","Normal","1933",70,6120,5,8,1920,2004,0,939,939,939,574,1513,0,1,1,4,1,8,0,1,180,24,0,51,0,"SBrkr",5,2007,137500,May 2007
"1399","RL","Reg","Lvl","NAmes","1Fam","1.5Fin","VinylSd","Wd Sdng","TA","CBlock","TA","No","Rec","Gd","Y","TA","Min1","None","Attchd","Unf","TA","TA","Y","Normal","1950",50,7200,5,4,1950,1982,180,676,1208,1136,768,1904,1,1,1,3,1,7,0,1,240,0,0,60,0,"FuseA",5,2009,138000,May 2009
"1400","RL","Reg","Lvl","SWISU","1Fam","1.5Fin","WdShing","Wd Shng","TA","BrkTil","TA","No","BLQ","Ex","Y","Gd","Typ","Gd","Detchd","Unf","Fa","TA","Y","Normal","1925",50,6171,6,6,1925,1990,264,712,976,1160,448,1608,0,2,1,3,1,7,1,1,216,147,16,51,0,"SBrkr",10,2009,137450,Oct 2009
"1401","RM","Reg","Lvl","BrkSide","1Fam","1.5Fin","WdShing","Wd Shng","TA","BrkTil","TA","No","Unf","TA","Y","TA","Typ","Gd","BuiltIn","RFn","TA","TA","Y","Normal","1929",50,6000,6,7,1929,1950,0,862,862,950,208,1158,0,1,0,3,1,5,1,1,208,0,0,50,0,"SBrkr",7,2008,120000,Jul 2008
"1402","RL","IR1","Lvl","Gilbert","1Fam","2Story","VinylSd","VinylSd","TA","PConc","TA","No","GLQ","Ex","Y","TA","Typ","TA","Attchd","Fin","TA","TA","Y","Normal","2004",60,7415,6,5,2004,2004,759,80,839,864,729,1593,1,2,1,3,1,8,1,2,398,100,75,62,0,"SBrkr",4,2008,193000,Apr 2008
"1403","RL","Reg","Lvl","CollgCr","1Fam","1Story","VinylSd","VinylSd","Gd","PConc","Gd","Av","Unf","Ex","Y","Gd","Typ","Gd","Attchd","RFn","TA","TA","Y","Partial","2006",20,6762,7,5,2006,2006,0,1286,1286,1294,0,1294,0,2,0,2,1,6,1,2,662,168,55,64,0,"SBrkr",7,2006,193879,Jul 2006
"1404","RL","IR1","Lvl","Somerst","1Fam","1Story","VinylSd","VinylSd","Gd","PConc","Gd","Gd","GLQ","Ex","Y","Gd","Typ","None","Attchd","Unf","TA","TA","Y","Normal","2007",20,15256,8,5,2007,2007,929,556,1485,1464,0,1464,1,2,0,3,1,6,0,3,754,168,160,49,84,"SBrkr",8,2007,282922,Aug 2007
"1405","RL","Reg","Lvl","OldTown","1Fam","1.5Fin","Wd Sdng","Wd Sdng","TA","PConc","TA","No","Unf","TA","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","Family","1998",50,10410,3,4,1915,1950,0,672,672,694,520,1214,0,1,0,3,1,6,0,3,936,216,0,60,0,"SBrkr",1,2006,105000,Jan 2006
"1406","RM","IR1","HLS","Crawfor","TwnhsE","1Story","CemntBd","CmentBd","Gd","PConc","Ex","Gd","GLQ","Ex","Y","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","Normal","2004",120,3842,8,5,2004,2005,1373,221,1594,1646,0,1646,1,2,0,2,1,5,1,2,482,128,53,44,174,"SBrkr",1,2008,275000,Jan 2008
"1407","RL","Reg","Lvl","CollgCr","1Fam","SFoyer","HdBoard","Wd Shng","TA","CBlock","Gd","Av","GLQ","TA","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","Normal","1988",85,8445,5,7,1972,2007,656,112,768,768,0,768,1,1,0,2,1,5,0,2,396,58,0,70,0,"SBrkr",3,2009,133000,Mar 2009
"1408","RL","IR1","Lvl","Mitchel","1Fam","1Story","HdBoard","Plywood","TA","CBlock","TA","No","ALQ","Ex","Y","TA","Typ","None","None","None","None","None","Y","Normal","None",20,8780,5,5,1985,1985,625,208,833,833,0,833,1,1,0,3,1,5,0,0,0,0,0,80,0,"SBrkr",3,2009,112000,Mar 2009
"1409","RM","Reg","Lvl","OldTown","1Fam","2Story","VinylSd","VinylSd","TA","CBlock","Fa","No","Unf","Gd","Y","TA","Typ","None","Detchd","Unf","TA","TA","Y","Normal","1966",70,7740,4,7,1910,1950,0,622,622,741,622,1363,0,1,0,3,1,6,0,2,528,0,0,60,0,"SBrkr",6,2010,125500,Jun 2010
"1410","RL","IR1","Lvl","NWAmes","1Fam","2Story","Plywood","Plywood","TA","CBlock","Gd","No","Unf","Gd","Y","TA","Typ","TA","Attchd","Fin","TA","TA","Y","Normal","1986",60,20544,7,6,1986,1991,0,791,791,1236,857,2093,0,2,1,3,1,7,1,2,542,364,63,46,123,"SBrkr",11,2008,215000,Nov 2008
"1411","RL","Reg","Lvl","CollgCr","1Fam","2Story","VinylSd","VinylSd","Gd","PConc","Gd","No","GLQ","Ex","Y","Gd","Typ","None","Attchd","RFn","TA","TA","Y","Normal","2001",60,12420,7,5,2001,2001,666,278,944,944,896,1840,1,2,1,3,1,6,0,2,622,0,45,79,0,"SBrkr",6,2009,230000,Jun 2009
"1412","RL","Reg","Lvl","NAmes","1Fam","1.5Fin","VinylSd","VinylSd","TA","CBlock","TA","No","BLQ","Ex","Y","TA","Min2","None","Attchd","Unf","TA","TA","Y","Normal","1950",50,9600,6,8,1950,2005,120,736,856,1112,556,1668,0,1,1,3,1,6,0,1,271,0,0,80,0,"SBrkr",9,2009,140000,Sep 2009
"1413","RL","Reg","Lvl","NAmes","Duplex","1Story","BrkFace","Stone","TA","Slab","None","None","None","Fa","N","TA","Typ","None","Detchd","Unf","TA","TA","Y","Normal","1956",90,7200,4,5,1949,1950,0,0,0,1040,0,1040,0,2,0,2,2,6,0,2,420,0,0,60,0,"FuseF",6,2009,90000,Jun 2009
"1414","RL","IR1","Lvl","SawyerW","1Fam","1Story","VinylSd","VinylSd","Gd","PConc","Gd","No","GLQ","Ex","Y","Gd","Typ","Gd","Attchd","Fin","TA","TA","Y","Abnorml","2005",20,10994,8,5,2005,2006,976,868,1844,1844,0,1844,1,2,0,2,1,7,1,2,620,165,44,88,366,"SBrkr",9,2009,257000,Sep 2009
"1415","RL","Reg","Bnk","BrkSide","1Fam","1.5Fin","Wd Sdng","Wd Sdng","TA","BrkTil","TA","No","Unf","Gd","Y","Gd","Typ","Gd","Detchd","Unf","TA","TA","N","Normal","1922",50,13053,6,7,1923,2000,0,833,833,1053,795,1848,0,1,1,4,1,8,1,2,370,0,0,64,0,"SBrkr",6,2008,207000,Jun 2008
"1416","RL","Reg","Lvl","Blmngtn","TwnhsE","1Story","VinylSd","VinylSd","Gd","PConc","Gd","No","ALQ","Ex","Y","Gd","Typ","TA","Attchd","RFn","TA","TA","Y","Normal","2007",120,3635,7,5,2007,2007,988,398,1386,1569,0,1569,0,2,0,1,1,7,1,3,660,143,20,51,130,"SBrkr",5,2009,175900,May 2009
"1417","RM","Reg","Lvl","OldTown","2fmCon","2Story","VinylSd","AsbShng","TA","PConc","TA","No","Unf","Gd","Y","TA","Typ","None","Detchd","Unf","TA","TA","N","Normal","1971",190,11340,4,6,1885,1950,0,777,777,1246,1044,2290,0,2,0,4,2,11,0,2,560,0,0,60,0,"SBrkr",4,2010,122500,Apr 2010
"1418","RL","IR1","Lvl","NoRidge","1Fam","2Story","VinylSd","VinylSd","Gd","PConc","Gd","Mn","GLQ","Ex","Y","Gd","Typ","TA","Attchd","Fin","TA","TA","Y","Normal","1998",60,16545,8,5,1998,1998,781,503,1284,1310,1140,2450,1,2,1,3,1,7,1,3,1069,0,126,65,731,"SBrkr",5,2009,340000,May 2009
